; eventmsg.txt
PHRASE_famine_initial_announcement_C	"[greeting] [player_name], [reason_phrase] berr eo ar boued e [city_name] hag keodedourien ar ger emaint o vervel. Kasit [amount] karrigellad [item] dindan [time_allotted] miz. Buhezioù emaint en arvar !"
PHRASE_famine_reminder_P 				"[greeting] [player_name], en em c'houlenn a ra ar faraon hag ur c'halon ho peus. N'ho peus ket kaset c'hoazh ar [amount] karrigellad [item] da [city_name] ha pa vez ezhommek e geodedourien. Nemet 6 miz a chom ganeoc'h evit bastañ ouzh reked ar faraon."
PHRASE_famine_reminder_C 				"[greeting] [player_name], pobl [city_name] emañ o vervel marnaoniek ha n'ho peus ket kaset c'hoazh ar [amount] karrigellad [item]. Kasit ar marc'hadourezhioù dindan 6 miz pe e vo niverus an dud ho po laosket da vervel."
PHRASE_famine_overdue_P 				"[greeting] [player_name], ar faraon a soñj eo divent ho tostoni. N'ho peus graet tra evit skoazell naonegezh ho kenvroidi. Kasit memestra ho [amount] karrigellad [item] da [city_name] ha marteze e c'halloc'h bout degemer ur wech all gant ar faraon."
PHRASE_famine_overdue_C 				"[greeting] [player_name], en aner e klever heklev huchadennoù an dud marnaoniek. N'ho peus ket kaset ar [amount] karrigellad [item] da [city_name] e koulz. Gwelloc'h eo fav eget netra neuze kasit memestra an danvezioù, gant ar spi e chomfe unan bennak da saveteiñ."
PHRASE_famine_warning_P 				"[greeting] [player_name], ma ne gasit ket [amount] karrigellad [item] da [city_name] dindan 6 miz e vo pounneroc'h oc'h emskiant. Ho tiouer a druez a vo gwelet fall gant ar faraon ma ne gasit ket ar marc'hadourezhioù."
PHRASE_famine_warning_C 				"[greeting] [player_name], holl dud [city_name] en em c'houlenn ha yen eo ho kalon. Nemet 6 miz a chom ganeoc'h evit kas [amount] karrigellad [item] a-benn o saveteiñ. En ur nac'hañ e kondaonit ec'h annezidi d'ar marv."
PHRASE_famine_comply_reason_P_A  			"dre m'ho peus sikouret [city_name] en ur c'has dezhe [amount] karrigellad [item], evel goulennet gant ar faraon,"
PHRASE_famine_comply_reason_P_B	  		"kaset ho peus ar [amount] karrigellad [item] evit respont da ezhommoù annezidi [city_name], evel goulennet gant ar faraon. Dibab fur. Bremañ,"
PHRASE_famine_comply_reason_P_C	  "ha p'oc'h bet prim o respont en ur c'has [amount] karrigellad [item] da [city_name], evel goulennet gant ar faraon, neoazh"
PHRASE_famine_comply_reason_C_A 	"dre m'eo bet savetaet annezizi [city_name] gant ar [amount] karrigellad [item] ho peus kaset e-pad an naonegezh,"
PHRASE_famine_comply_reason_C_B	  "ar [amount] karrigellad [item] ho peus kaset o deus savetaet [city_name] deus arvar an naonegezh.  Koulskoude eo bet disklêriet gant ar vizired signalent e"
PHRASE_famine_comply_reason_C_C	  "ha p'eo bet salvus ar [amount] karrigellad [item] ho peus kaset da [city_name] evit talañ ouzh an naonegezh, neoazh"
PHRASE_famine_too_late_reason_P_A	"dre m'ho peus lezet sujidi ar faraon e [city_name] gouzañv an naonegezh re bell a-raok kas ar [amount] karrigellad [item],"
PHRASE_famine_too_late_reason_P_B	  "laosket ho peus sujidi ar faraon e [city_name] gouzañv re bell a-raok kas ar [amount] karrigellad [item] gortozet. Neuze eo bet disklêriet gant ar vizired e"
PHRASE_famine_too_late_reason_P_C	  "daoust m'ho peus lezet sujidi ar faraon e [city_name] gouzañv re bell deus an naonegezh a-raok kas ar [amount] karrigellad [item] rediet, merzet eo bet ho striv memestra ha neuze,"
PHRASE_famine_too_late_reason_C_A  	 	"dre m'ho peus kemeret re amzer evit kas [amount] karrigellad [item] evit saveteiñ [city_name],"
PHRASE_famine_too_late_reason_C_B	  "gortozet ho peus re bell a-raok kas [amount] karrigellad [item] a-benn saveteiñ [city_name]. Bras eo bet poan ar bobl. En abeg da-se,"
PHRASE_famine_too_late_reason_C_C	  "ha p'ho peus kemeret re amzer evit kas [amount] karrigellad [item] e-sell disammañ [city_name]. Talvoudus int bet memestra neuze,"
PHRASE_famine_refuse_reason_P_A  	 	"dre m'ho peus dianavezet goulenn sikour pobl kêr [city_name] e-pad an naonegezh ha miret evidoc'h [amount] karrigellad [item],"
PHRASE_famine_refuse_reason_P_B	  "dre m'ho peus nac'het skoazell pobl kêr [city_name] e-pad an naonegezh ha miret [amount] karrigellad [item]. Difur kenañ e oa neuze o deus disklêriet ar vizired e"
PHRASE_famine_refuse_reason_P_C	  "dre m'ho peus nac'het skoazell pobl kêr [city_name] e-pad an naonegezh ha miret [amount] karrigellad [item] met desped da-se"
PHRASE_famine_refuse_reason_C_A			"dre m'ho peus nac'het skoazell pobl kêr [city_name] e-pad an naonegezh ha miret [amount] karrigellad [item],"
PHRASE_famine_refuse_reason_C_B	  "dre m'ho peus nac'het skoazell pobl kêr [city_name] e-pad an naonegezh ha miret [amount] karrigellad [item]. War ar memes tro o deus disklêriet ar vizired e"
PHRASE_famine_refuse_reason_C_C	  "ha p'ho peus nac'het skoazell pobl kêr [city_name] e-pad an naonegezh ha miret [amount] karrigellad [item],"
PHRASE_famine_no_reason_P_A  	 	"fall e seblant bezañ tonkad pobl ar faraon ha"
PHRASE_famine_no_reason_P_B	  "kendalc'h da greskiñ a ra ar c'hudennoù pa vez"
PHRASE_famine_no_reason_P_C	  ""
PHRASE_famine_no_reason_C_A  	"spi pobl [city_name] az a diwar wel dre ma"
PHRASE_famine_no_reason_C_B	  "kendalc'h da greskiñ a ra ar c'hudennoù pa vez"
PHRASE_famine_no_reason_C_C	  ""

;*****Threat**********************************
PHRASE_threat_title_P 					"Tunadur gant Faraon"
PHRASE_threat_title_C 					"Tunadur gant ur ger"
PHRASE_threat_initial_announcement_P	"[greeting] [player_name], [reason_phrase] urzhiañ a ra hon dibar a faraon e kasfec'h [amount] karrigellad [item] da [city_name] dindan [time_allotted] miz. Peotramant e vo arsailhet ho kêr."
PHRASE_threat_initial_announcement_C	"[greeting] [player_name], [reason_phrase] kêr [city_name] a c'houlenn diganeoc'h e kasfec'h [amount] karrigellad [item] dindan [time_allotted] miz. Ma dianavezit ar reked-mañ e vo arsailhet ho kêr."
PHRASE_threat_reminder_P 				"[greeting] [player_name], bodañ e soudarded a ra ar faraon hag a-benn nebeud hon tago. Kasit ar [amount] karrigellad [item] da [city_name] dindan 6 miz evit ma ne c'hoarvezfe ket trubuilhoù bras."
PHRASE_threat_reminder_C 				"[greeting] [player_name], plijet eo lu [city_name] o c'houzout e vo aes an emgann. Ma kasit [amount] karrigellad [item] dindan 6 miz ne vioc'h ket taget ken a-berzh ar ger-se. Kerseet e vo e soudarded koulskoude."
PHRASE_threat_overdue_P 				"[greeting] [player_name] echu eo an amzer bet laosket deoc'h ha mall a zo war ar faraon gwadse'hedek. Mirout outañ da zont a c'hallit en ur c'has ar [amount] karrigellad [item] da [city_name] ar buanañ ar gwellañ."
PHRASE_threat_overdue_C 				"[greeting] [player_name], klevout a reer ar youc'h brezel e [city_name] e-sell distruj ho kêr. Truez a c'hallfent diskouez ma kasit [amount] karrigellad [item] da [city_name]."
PHRASE_threat_warning_P 				"[greeting] [player_name], ar faraon lorc'hek a fell kemer gant an nerzh ar pezh a nac'hit outañ. Lu anezhañ a zo prientet mat met tremen e-biou ul lazhadeg a c'hallit c'hoazh en ur c'has [amount] karrigellad [item] dindan 6 miz. Mod-all e redo stêrioù gwad en ho kêr."
PHRASE_threat_warning_C 				"[greeting] [player_name], [city_name] a zo prest da zichadennañ e fulor warnoc'h. An alouberien a c'hallfe mont kuit hep distrujañ ho kêr ma kasit [amount] karrigellad [item] dindan 6 miz."
PHRASE_threat_comply_reason_P_A 			"dre m'ho peus dibabet plegañ dindan urzhioù ar faraon ha kas [amount] karrigellad [item] da [city_name],"
PHRASE_threat_comply_reason_P_B	  "dibabet ho peus plegañ dirak ar faraon ha kaset ho peus [amount] karrigellad [item] da [city_name]. Disklêriet eo bet gant ar vizired e"
PHRASE_threat_comply_reason_P_C	  "en desped d'ho respont prim da-geñver urzhioù ar faraon e [city_name],"
PHRASE_threat_comply_reason_C_A  "dre m'ho peus dibabet plegañ dirak urzhioù [city_name] ha m'ho peus kaset [amount] karrigellad [item],"
PHRASE_threat_comply_reason_C_B	  "pleget ho peus dirak urzhioù [city_name] ha kaset ho peus [amount] karrigellad [item]. Koulskoude e seblant e"
PHRASE_threat_comply_reason_C_C	  "daoust m'ho peus pleget dirak goulennoù [city_name] evit [amount] karrigellad [item], neoazh"
PHRASE_threat_too_late_reason_P_A  	 "abalamour d'an dale ho peus lakaet war kasadenn ar [amount] karrigellad [item] da [city_name] eo peurdremenet pasianted ar faraon ha neuze,"
PHRASE_threat_too_late_reason_P_B	  "an amzer bet kemeret evit kas ar [amount] karrigellad [item] da [city_name] en deus tremenet bevenn e basianted. Da lâret eo :"
PHRASE_threat_too_late_reason_P_C	  "an dale a zo bet war kasadenn ar [amount] karrigellad [item] da [city_name] ne c'hall ket bezañ gouzañvet gant ar faraon met merzet eo bet ho striv. Neuze,"
PHRASE_threat_too_late_reason_C_A 		"dre ma n'ho peus ket kemeret en un doare sirius gourdrouz [city_name] ha n'ho peus ket kaset [amount] karrigellad [item] buan,"
PHRASE_threat_too_late_reason_C_B	  "izelaet ho peus gourdrouz [city_name] peogwir n'ho peus ket kaset [amount] karrigellad [item]. Pep tra a denn deus an amzer dremenet, bremañ"
PHRASE_threat_too_late_reason_C_C	  "chañs ho peus bet en ur ampellaat kasadenn ar [amount] karrigellad [item] goulennet gant [city_name]. Met bastet ho peus ouzh ar reked neuze,"
PHRASE_threat_refuse_reason_P_A		"peogwir ho peus defiet urzh ar faraon hag oc'h chomet hep kas [amount] karrigellad [item] da [city_name],"
PHRASE_threat_refuse_reason_P_B	  "defiet ho peus urzh ar faraon ha chomet oc'h hep kas [amount] karrigellad [item] da [city_name]. Koulskoude,"
PHRASE_threat_refuse_reason_P_C	  "en desped da c'hourdrouz ar faraon ho peus nac'het kaset [amount] karrigellad [item] da [city_name],"
PHRASE_threat_refuse_reason_C_A		"dre m'ho peus c'hoariet gant an tan en ur nac'hañ da gas [amount] karrigellad [item] da [city_name],"
PHRASE_threat_refuse_reason_C_B	  "c'hoariet ho peus gant an tan en ur nac'hañ da gas [amount] karrigellad [item] da [city_name]. Neuze e nrakfe bout emskiant deus"
PHRASE_threat_refuse_reason_C_C	  "daoust m'ho peus c'hoariet gant an tan en ur nac'hañ da gas [amount] karrigellad [item] da [city_name],"
PHRASE_threat_no_reason_P_A  	 	"dre m'emañ en un imor spontus,"
PHRASE_threat_no_reason_P_B	  "dre ma n'eus bevenn ebet da imor fall ar faraon,"
PHRASE_threat_no_reason_P_C	  ""
PHRASE_threat_no_reason_C_A  	 	 				"dre m'emañ sot [city_name] gant e glask lorc'h ha gloar,"
PHRASE_threat_no_reason_C_B	  "war e seblant ne c'hall ket [city_name] bezañ dic'hoantaet,"
PHRASE_threat_no_reason_C_C	  ""

;CITY STATUS CHANGING EVENTS
;*****Egyptian City Falls**********************************DONE TO HERE
PHRASE_eg_city_falls_title 						"Diskar ur gêr keneil"
PHRASE_eg_city_falls_initial_announcement		"[greeting] [player_name], [reason_phrase] kouezhet dindan beli hon enebourien emañ ar ger vras-se ([city_name])."
PHRASE_eg_city_falls_reason_A  	 					"dre m'eo kouezhet [city_name] etre daouarn an alouberien,"
PHRASE_eg_city_falls_reason_B	  "[city_name] en deus pleget dirak an alouberien. Koulskoude,"
PHRASE_eg_city_falls_reason_C	  "daoust ha kouezhet eo [city_name] dirak an alouberien,"
PHRASE_eg_city_falls_no_reason_A  		"kouezhet eo ar gwalleur war [city_name] :"
PHRASE_eg_city_falls_no_reason_B	  "ne vez ket gwelet dibenn ar c'hudennoù e [city_name] dre ma"
PHRASE_eg_city_falls_no_reason_C	  ""

;*****Foreign City Conquered**********************************
PHRASE_foreign_city_conquered_title 					"Kêr estren aloubet"
PHRASE_foreign_city_conquered_initial_announcement		"[greeting] [player_name], [reason_phrase] an Egipt en deus aloubet [city_name], astenn a ra hol levezon pelloc'h c'hoazh !"
PHRASE_foreign_city_conquered_reason_A 				"dre ma 'z eo bet kemeret [city_name], ur gêr estren, gant hor soudarded,"
PHRASE_foreign_city_conquered_reason_B	  "[city_name] a zo bet kemeret gant hor soudarded ! Bremañ,"
PHRASE_foreign_city_conquered_reason_C	  "daoust ma 'z eo bet aloubet [city_name] gant hor soudarded,"
PHRASE_foreign_city_conquered_no_reason_A  	"a-drugarez da efedusted hon armoù,"
PHRASE_foreign_city_conquered_no_reason_B	  "kendalc'h da greskiñ a raio kreñvded hor rouantelezh. Bremañ"
PHRASE_foreign_city_conquered_no_reason_C	  ""

;*****Trade Route becomes available**********************************
PHRASE_route_opened_title 						"Hent kenwerzh nevez"
PHRASE_route_opened_initial_announcement		"[greeting] [player_name], [reason_phrase] toullet eo bet un hent kenwerzh nevez betek [city_name]."
PHRASE_route_opened_reason_A  	 				"dre ma c'haller implijout un hent kenwerzh nevez beket [city_name],"
PHRASE_route_opened_reason_B	  				"un hent kenwerzh nevez a c'haller implijout betek [city_name] ha"
PHRASE_route_opened_reason_C	  				"ha pa c'haller kenwerzhañ gant [city_name],"
PHRASE_route_opened_no_reason_A  	 			"abalamour d'an diplomaterezh,"
PHRASE_route_opened_no_reason_B	  "cheñchamant a zo en aer dre ma"
PHRASE_route_opened_no_reason_C	  ""

;*****Trade Route Shuts Down**********************************
PHRASE_route_closed_title 					"Hent kenwerzh serret"
PHRASE_route_closed_initial_announcement    "[greeting] [player_name], [reason_phrase] troc'het eo ho hent kenwerzh gant [city_name]."
PHRASE_route_closed_reason_A  	 					"dre m'emañ troc'het ho hent kenwerzh gant [city_name],"
PHRASE_route_closed_reason_B	  "serret eo an hent kenwerzh betek [city_name] hag ouzhpenn da-se,"
PHRASE_route_closed_reason_C	  "ha pa 'z eo serret an hent kenwerzh gant [city_name],"
PHRASE_route_closed_no_reason_A  	 				"abalamour d'ar politikerezh distabil,"
PHRASE_route_closed_no_reason_B	  "raktreset e c'hallfe bezañ. Seblantout a ra e"
PHRASE_route_closed_no_reason_C	  ""

;*****Trade City under Siege**********************************
PHRASE_siege_title 							"Kêr kenwerzhel dindan seziz"
PHRASE_siege_initial_announcement			"[greeting] [player_name], [reason_phrase] ur seziz skuizhus emañ war [city_name]."
PHRASE_siege_reason_A  						"dre m'emañ kêr [city_name] dindan seziz,"
PHRASE_siege_reason_B	  "[city_name] emañ dindan seziz ha"
PHRASE_siege_reason_C	  "ha p'emañ dindan seziz kêr [city_name],"
PHRASE_siege_no_reason_A  		"keleier spontus a zo bet digaset gant an anaouderien. War a seblant emañ"
PHRASE_siege_no_reason_B	  "war a seblant n'eus diskoulm ebet d'o c'hudennoù dre ma"
PHRASE_siege_no_reason_C	  ""

;MESSAGE + TRIGGER EVENTS 
;*****Egyptian City Saved**********************************
PHRASE_eg_city_saved_title 					"kêr Egiptad savetaet"
PHRASE_eg_city_saved_initial_announcement	"[greeting] [player_name], [reason_phrase] [city_name] a zo bet savetaet deus hon enebourien."
PHRASE_eg_city_saved_reason_A  	 				"dre ma 'z eo bet savetaet [city_name] deus hon enebourien,"
PHRASE_eg_city_saved_reason_B	  "[city_name] a zo bet savetaet deus mestroni hon enebourien ! Bremañ,"
PHRASE_eg_city_saved_reason_C	  "ha pa 'z eo bet savetate [city_name] deus mestroni hon enebourien,"
PHRASE_eg_city_saved_no_reason_A  			"a-drugarez da nerzh kalon ha startijenn al lu Egiptad,"
PHRASE_eg_city_saved_no_reason_B	  "an emgannoù spontus a gendalc'hont a daol da daol hag evit ar mare"
PHRASE_eg_city_saved_no_reason_C	  ""

;*****Distant Battle Won**********************************
PHRASE_battle_won_title 					"Trec'h"
PHRASE_battle_won_initial_announcement		"[greeting] [player_name], [reason_phrase] trec'h eo bet al lu egiptad !"
PHRASE_battle_won_reason_A  	 		"dre ma 'z eo bet trec'h hon nerzhioù en emgann evit kêr [city_name],"
PHRASE_battle_won_reason_B	  "trec'h eo bet hon nerzhioù e emgann [city_name]. Bremañ"
PHRASE_battle_won_reason_C	  "ha pa 'z eo bet trec'h hon nerzhioù e emgann [city_name]"
PHRASE_battle_won_no_reason_A  		"abalamour da nerzh hor soudarded kalonek [city_name], ur gêr pell,"
PHRASE_battle_won_no_reason_B	  "war a seblant ez eus c'hoazh deus ar vurzhudoù rak e [city_name]"
PHRASE_battle_won_no_reason_C	  ""

;*****Distant Battle Lost**********************************
PHRASE_battle_lost_title 					"Trec'het eo bet al lu Egiptad"
PHRASE_battle_lost_initial_announcement		"[greeting] [player_name], [reason_phrase] trec'het eo bet al lu egiptad e [city_name]."
PHRASE_battle_lost_reason_A  	 					"dre m'eo bet kollet un emgann gant an Egipt e [city_name],"
PHRASE_battle_lost_reason_B	  "kollet eo bet un emgann gant an Egipt e [city_name]. Ouzhpenn-se,"
PHRASE_battle_lost_reason_C	  "daoust m'eo bet kollet un emgann gant an Egipt e [city_name],"
PHRASE_battle_lost_no_reason_A  	"ur mallozh spontus eo kouzhet war ar soudarded,"
PHRASE_battle_lost_no_reason_B	  "n'eo ket ar brezel evit bezañ raktreset. Siwazh"
PHRASE_battle_lost_no_reason_C	  ""

;*****Acknowledgement**********************************
PHRASE_acknowledgement_title 					"Sujidigezh"
PHRASE_acknowledgement_initial_announcement		"[greeting] [player_name], [reason_phrase] didrubuilh emañ ho kêr... evit ar mare."
PHRASE_acknowledgement_reason_A  	 			"dre m'oc'h bet sentus en ur plegañ dirak ar c'hourdrouz,"
PHRASE_acknowledgement_reason_B	  				"pleget ho peus en un doare sentus-tre dirak ar c'hourdrouz,"
PHRASE_acknowledgement_reason_C	  				"ha p'oc'h bet sentus en ur plegañ dirak ar c'hourdrouz,"
PHRASE_acknowledgement_no_reason_A				"da-heul ur cheñchamant imor,"
PHRASE_acknowledgement_no_reason_B	  			"n'eo sur netra met"
PHRASE_acknowledgement_no_reason_C	  			""

;INVASIONS 
;*****Pharaoh Attacks******************************************
PHRASE_pharaoh_attacks_you_title 					"Arsailh ar faraon"
PHRASE_pharaoh_attacks_you_initial_announcement		"[greeting] [player_name], [reason_phrase] lu ar faraon emañ o tostaat ha tizhout a raio ho kêr a-benn [time_until_attack] miz."
PHRASE_pharaoh_attacks_you_2year_reminder			"[greeting] [player_name], [reason_phrase] lu ar faraon emañ o tostaat gorrek ha tizhout a raio ho kêr a-benn daou vloaz."
PHRASE_pharaoh_attacks_you_1year_reminder			"[greeting] [player_name], [reason_phrase] lu ar faraon a zo prest da vrezeliñ ha tizhout a raio ho kêr dindan ur bloaz."
PHRASE_pharaoh_attacks_you_6month_warning			"[greeting] [player_name], [reason_phrase] pres emañ war lu ar faraon ha fellout a ra dezhe en emgannañ. Tizhout a raio ho kêr a-benn c'hwec'h miz."
PHRASE_pharaoh_attacks_you_1month_warning			"[greeting] [player_name], [reason_phrase] lu ar faraon a dizho ho kêr a-benn ur miz !"
PHRASE_pharaoh_attacks_you_city_attacked_alert  	"[greeting] [player_name], lu ar faraon emañ amañ !"
PHRASE_pharaoh_attacks_you_reason_A  	 	 		"dre m'emañ arsailhet ho kêr gant lu ar faraon,"
PHRASE_pharaoh_attacks_you_reason_B	  				"taget eo bet ho kêr gant lu ar faraon. Ouzhpenn-se"
PHRASE_pharaoh_attacks_you_reason_C	  				"daoust ha taget eo bet ho kêr gant lu ar faraon,"
PHRASE_pharaoh_attacks_you_no_reason_A  	 		"a-wechoù e vez kemeret dibaboù gant ar faraon evit abegoù emañ-eñ o anavezout nemetken."
PHRASE_pharaoh_attacks_you_no_reason_B	  			"ne c'haller ket raktresiñ dibaboù ar faraon. Bremañ,"
PHRASE_pharaoh_attacks_you_no_reason_C	  			"dre m'emañ ken izel hol levezon er rouantelezh,"
PHRASE_pharaoh_attacks_you_because_of_low_favor		"didalvoud eo ho levezon er rouantelezh. Un nebeud profoù evit pobl Egipt a c'hallfe treiñ penn d'ar vazh, daoust ma"

;*****Egyptian Army Attacks*************************************
PHRASE_eg_city_attacks_you_title 					"Arsailh al lu Egiptad"
PHRASE_eg_city_attacks_you_initial_announcement		"[greeting] [player_name], [reason_phrase] ul lu egiptad emañ o prientiñ e arsailh ha tizhout a raio ho kêr dindan [time_until_attack] miz."
PHRASE_eg_city_attacks_you_2year_reminder			"[greeting] [player_name], [reason_phrase] ul lu egiptad emañ o kerzhout davet ho kêr hag erruout a raio a-benn daou vloaz."
PHRASE_eg_city_attacks_you_1year_reminder			"[greeting] [player_name], [reason_phrase] ho kêr a c'houzañvo arsailh ul lu egiptad a-benn ur bloaz."
PHRASE_eg_city_attacks_you_6month_warning			"[greeting] [player_name], [reason_phrase] ul lu egiptad emañ o tostaat hag a erruo dindan c'hwec'h miz."
PHRASE_eg_city_attacks_you_1month_warning			"[greeting] [player_name], [reason_phrase] ul lu egiptad emañ o tostaat diouzh ho pevennoù hag a erruo dindan ur miz."
PHRASE_eg_city_attacks_you_city_attacked_alert  	"[greeting] [player_name], un nerzh aloubiñ gant soudarded egiptian enni emañ warnomp !"
PHRASE_eg_city_attacks_you_reason_A  	 	 		"dre m'eo bet taget ho kêr gant al lu egiptad,"
PHRASE_eg_city_attacks_you_reason_B	  				"arsailhet eo bet ho kêr gant al lu egiptad ! Koulskoude"
PHRASE_eg_city_attacks_you_reason_C	  				"ha pa 'z eo bet taget ho kêr gant al lu egiptad,"
PHRASE_eg_city_attacks_you_no_reason_A  	 		"diwallit mat :"
PHRASE_eg_city_attacks_you_no_reason_B	  			"poent eo brezeliñ peogwir"
PHRASE_eg_city_attacks_you_no_reason_C	  			"dre m'emañ fall put ho prud er rouantelezh,"
PHRASE_eg_city_attacks_you_because_of_low_favor		"didalvoud eo ho levezon er rouantelezh. Un nebeud profoù evit pobl an Egipt a c'hallfe treiñ penn d'ar vazh, daoust ma"

;*****Foreign Army Attacks*************************************
PHRASE_foreign_army_attacks_you_title 					"Ul lu enebour az a war-raok"
PHRASE_foreign_army_attacks_you_initial_announcement	"[greeting] [player_name], [reason_phrase] [a_foreign_army] emañ o tostaat ha tizhout a raio ho kêr dindan [time_until_attack] miz."
PHRASE_foreign_army_attacks_you_2year_reminder 			"[greeting] [player_name], [reason_phrase] dindan daou vloaz e vioc'h taget gant [a_foreign_army]."
PHRASE_foreign_army_attacks_you_1year_reminder 			"[greeting] [player_name], [reason_phrase] [a_foreign_army] a glask aloubiñ ho kêr hag erruout a raio a-benn ur bloaz."
PHRASE_foreign_army_attacks_you_6month_warning 			"[greeting] [player_name], [reason_phrase] [a_foreign_army] a erruo en ho kêr a-benn 6 miz. Prientit an difenn."
PHRASE_foreign_army_attacks_you_1month_Warning 			"[greeting] [player_name], [reason_phrase] [a_foreign_army] aloubus a dizho ho kêr a-benn 1 miz."
PHRASE_foreign_army_attacks_you_city_attacked_alert  	"[greeting] [player_name], [a_foreign_army] a c'haller gwelout e kêr ha mennet eo evit distrujañ pep tra !"
PHRASE_foreign_army_attacks_you_reason_A  	 	 		"dre m'eo bet taget ho kêr gant [a_foreign_army],"
PHRASE_foreign_army_attacks_you_reason_B	  			"arsailhet eo bet ho kêr gant [a_foreign_army] ha bremañ"
PHRASE_foreign_army_attacks_you_reason_C	  			"ha p'eo bet taget ho kêr gant [a_foreign_army],"
PHRASE_foreign_army_attacks_you_no_reason_A  	 		"abalamour ma huñvreont en un impalaerezh,"
PHRASE_foreign_army_attacks_you_no_reason_B	  "war a seblant ez eus kudennoù c'hoazh peogwir"
PHRASE_foreign_army_attacks_you_no_reason_C	  ""

;OTHER EVENTS 
;*******Favor (Kingdom Rating) changes***************************** 
PHRASE_rating_change_title_I 					"Kreskiñ a ra live ar rouantelezh"
PHRASE_rating_change_initial_announcement_I 	"[greeting] [player_name], [reason_phrase] deuet oc'h da vout brudetoc'h e-touez pobl an Egipt ha kresket eo en deus ho live rouantelezh."
PHRASE_rating_change_reason_I_A  	 	 		"dre mard eo gwellaet ho prud er rouantelezh abaoe nebeud amzer,"
PHRASE_rating_change_reason_I_B	  "gwellaet eo bet ho prud er rouantelezh. Bremañ"
PHRASE_rating_change_reason_I_C	  "kresket eo bet ho prud met"
PHRASE_rating_change_no_reason_I_A		"dre ma c'hoari an amzer diouzh hon tu,"
PHRASE_rating_change_no_reason_I_B	  "keleier vat eo peogwir"
PHRASE_rating_change_no_reason_I_C	  "aberzhioù ho kêr e-pad an emgann a zo bet merzet ha gwelet mat gant pobl an Egipt. Neuze,"
PHRASE_rating_change_title_D 					"diskenn a ra levezon ar rouantelezh"
PHRASE_rating_change_initial_announcement_D 	"[greeting] [player_name], [reason_phrase] drouklaouen e vez pobl an Egipt ha kouezhañ a ra live ar rouantelezh."
PHRASE_rating_change_reason_D_A  	 	 		"dre m'eo diskennet ken izel live ar rouantelezh,"
PHRASE_rating_change_reason_D_B	  				"kouezhet eo ho prud e-touez ar bobl er rouantelezh ha bremañ"
PHRASE_rating_change_reason_D_C	  				"ha pa gouezh diehan ho prud er rouantelezh,"
PHRASE_rating_change_no_reason_D_A  			"abalamour ma 'z eo drouklaouen lodenn vrasañ ar rouantelezh,"
PHRASE_rating_change_no_reason_D_B	  "keleier fall eo peogwir"
PHRASE_rating_change_no_reason_D_C	  "ne vez ket asantet oc'h emzalc'h feulzus gant ho keodedourien. Neuze"

;******Price Changes**************************************
PHRASE_price_change_title_I 					"Kresk ar prizioù"
PHRASE_price_change_initial_announcement_I		"[greeting] [player_name], [reason_phrase] kreskiñ a ra an ezhommoù [item] ha priz anezhe. Keroc'h eo an enporzhiañ met gounidusoc'h an esporzhiañ."
PHRASE_price_change_reason_I_A  	 	 		"dre m'emañ o kreskiñ ar priz hag an ezhommoù a [item],"
PHRASE_price_change_reason_I_B	  "kreskiñ a ra ar priz hag an ezhommoù a [item] ha ouzhpenn-se,"
PHRASE_price_change_reason_I_C	  "daoust ha kreskiñ a reont ar prizioù,"
PHRASE_price_change_no_reason_I_A   	"abalamour d'ur c'hinnig izel er bed a-bezh,"
PHRASE_price_change_no_reason_I_B	  "dre m'emañ ar marc'had o vont war-raok diehan"
PHRASE_price_change_no_reason_I_C	  ""
PHRASE_price_change_title_D 					"Digresk ar prizioù"
PHRASE_price_change_initial_announcement_D		"[greeting] [player_name], [reason_phrase] digreskiñ a ra an ezhommoù [item]. Digreskiñ a raio ivez gounidusted an esporzhiañ."
PHRASE_price_change_reason_D_A  	 	 	"izel emañ priz ar [item] peogwir o deus digresket an ezhommoù,"
PHRASE_price_change_reason_D_B	  "diskennet eo ar prizioù hag ouzhpenn-se"
PHRASE_price_change_reason_D_C	  "ha p'eo kouezhet ar prizioù,"
PHRASE_price_change_no_reason_D_A  		"abalamour ma vez kinniget kalz re er rouantelezh,"
PHRASE_price_change_no_reason_D_B	  "dre ma tiorren diehan ar marc'had"
PHRASE_price_change_no_reason_D_C	  ""

;*****Demand Changes**************************
PHRASE_demand_change_title_I 					"Kresk ar c'henwerzh"
PHRASE_demand_change_initial_announcement_I 	"[greeting] [player_name], [reason_phrase] [city_name] a fell dezhi diorren marc'had ar [item]."
PHRASE_demand_change_reason_I_A  	 			"dre ma fell da gêr [city_name] kas an eskemmoù [item] war-raok,"
PHRASE_demand_change_reason_I_B	  "kêr [city_name] a fell dezhi diorren he marc'had [item]. Ouzhpenn-se,"
PHRASE_demand_change_reason_I_C	  "daoust ma fell da gêr [city_name] diorren marc'had ar [item],"
PHRASE_demand_change_no_reason_I_A  	"dre m'emañ o tiorren kêr [city_name],"
PHRASE_demand_change_no_reason_I_B	  "treiñ a ra an amzer ha"
PHRASE_demand_change_no_reason_I_C	  ""
PHRASE_demand_change_title_D 					"Digresk ar c'henwerzh"
PHRASE_demand_change_initial_announcement_D 	"[greeting] [player_name], [reason_phrase] [city_name] he deus dibabet digresk ar c"hementad [item] eskemmet ganeoc'h."
